#s	W0^2		W2^2		W4^2		W6^2		W8^2
2353.500000 8.597932e-03 4.052717e-03 -2.885180e-02 6.838760e-03 2.566649e-02
2354.500000 8.578635e-03 4.066405e-03 -2.879416e-02 6.754790e-03 2.564837e-02
2355.500000 8.559029e-03 4.079825e-03 -2.873530e-02 6.670826e-03 2.562866e-02
2356.500000 8.539679e-03 4.093427e-03 -2.867734e-02 6.586895e-03 2.561001e-02
2357.500000 8.520316e-03 4.106876e-03 -2.861920e-02 6.503367e-03 2.559073e-02
2358.500000 8.501106e-03 4.120225e-03 -2.856136e-02 6.420344e-03 2.557108e-02
2359.500000 8.481754e-03 4.133556e-03 -2.850302e-02 6.337009e-03 2.555107e-02
2360.500000 8.462541e-03 4.146639e-03 -2.844497e-02 6.254711e-03 2.553065e-02
2361.500000 8.443358e-03 4.159789e-03 -2.838691e-02 6.172138e-03 2.551005e-02
2362.500000 8.424097e-03 4.172908e-03 -2.832861e-02 6.089555e-03 2.548930e-02
2363.500000 8.404918e-03 4.185804e-03 -2.827035e-02 6.007714e-03 2.546787e-02
2364.500000 8.385639e-03 4.198652e-03 -2.821174e-02 5.925784e-03 2.544613e-02
2365.500000 8.366728e-03 4.211333e-03 -2.815408e-02 5.845092e-03 2.542428e-02
2366.500000 8.347498e-03 4.223855e-03 -2.809526e-02 5.764038e-03 2.540123e-02
2367.500000 8.328351e-03 4.236426e-03 -2.803671e-02 5.683107e-03 2.537839e-02
2368.500000 8.309473e-03 4.249046e-03 -2.797893e-02 5.602424e-03 2.535601e-02
2369.500000 8.290382e-03 4.261284e-03 -2.792021e-02 5.522427e-03 2.533195e-02
2370.500000 8.271565e-03 4.273743e-03 -2.786250e-02 5.442403e-03 2.530915e-02
2371.500000 8.252406e-03 4.286042e-03 -2.780361e-02 5.362093e-03 2.528529e-02
2372.500000 8.233604e-03 4.298126e-03 -2.774554e-02 5.283029e-03 2.526096e-02
2373.500000 8.214742e-03 4.310406e-03 -2.768739e-02 5.203259e-03 2.523704e-02
2374.500000 8.195796e-03 4.322309e-03 -2.762866e-02 5.124335e-03 2.521167e-02
2375.500000 8.177105e-03 4.334243e-03 -2.757071e-02 5.045841e-03 2.518675e-02
2376.500000 8.158290e-03 4.346141e-03 -2.751239e-02 4.967229e-03 2.516171e-02
2377.500000 8.139519e-03 4.357844e-03 -2.745400e-02 4.889273e-03 2.513576e-02
2378.500000 8.120612e-03 4.369404e-03 -2.739504e-02 4.811314e-03 2.510914e-02
2379.500000 8.101896e-03 4.380973e-03 -2.733673e-02 4.733845e-03 2.508307e-02
2380.500000 8.083179e-03 4.392463e-03 -2.727815e-02 4.656374e-03 2.505609e-02
2381.500000 8.064622e-03 4.403847e-03 -2.722008e-02 4.579679e-03 2.502931e-02
2382.500000 8.045904e-03 4.415293e-03 -2.716144e-02 4.502351e-03 2.500210e-02
2383.500000 8.027251e-03 4.426491e-03 -2.710282e-02 4.425823e-03 2.497437e-02
2384.500000 8.008687e-03 4.437557e-03 -2.704433e-02 4.349911e-03 2.494603e-02
2385.500000 7.990187e-03 4.448742e-03 -2.698613e-02 4.273700e-03 2.491844e-02
2386.500000 7.971553e-03 4.459689e-03 -2.692736e-02 4.198025e-03 2.488976e-02
2387.500000 7.953022e-03 4.470672e-03 -2.686880e-02 4.122251e-03 2.486109e-02
2388.500000 7.934749e-03 4.481479e-03 -2.681085e-02 4.047565e-03 2.483200e-02
2389.500000 7.916059e-03 4.492095e-03 -2.675162e-02 3.972615e-03 2.480216e-02
2390.500000 7.897746e-03 4.502967e-03 -2.669354e-02 3.897571e-03 2.477324e-02
2391.500000 7.879363e-03 4.513508e-03 -2.663510e-02 3.823446e-03 2.474333e-02
2392.500000 7.860924e-03 4.523988e-03 -2.657639e-02 3.749329e-03 2.471303e-02
2393.500000 7.842571e-03 4.534418e-03 -2.651781e-02 3.675442e-03 2.468245e-02
2394.500000 7.824185e-03 4.544749e-03 -2.645909e-02 3.601796e-03 2.465161e-02
2395.500000 7.805984e-03 4.555114e-03 -2.640089e-02 3.528405e-03 2.462094e-02
2396.500000 7.787718e-03 4.565154e-03 -2.634228e-02 3.455869e-03 2.458919e-02
2397.500000 7.769498e-03 4.575418e-03 -2.628386e-02 3.382673e-03 2.455798e-02
2398.500000 7.751300e-03 4.585407e-03 -2.622530e-02 3.310306e-03 2.452588e-02
2399.500000 7.733044e-03 4.595341e-03 -2.616654e-02 3.237978e-03 2.449358e-02
2400.500000 7.714862e-03 4.605363e-03 -2.610796e-02 3.165450e-03 2.446144e-02
2401.500000 7.696783e-03 4.614909e-03 -2.604955e-02 3.094801e-03 2.442832e-02
2402.500000 7.678542e-03 4.624730e-03 -2.599065e-02 3.022760e-03 2.439548e-02
2403.500000 7.660418e-03 4.634243e-03 -2.593197e-02 2.951942e-03 2.436206e-02
2404.500000 7.642379e-03 4.643817e-03 -2.587344e-02 2.880995e-03 2.432854e-02
2405.500000 7.624477e-03 4.653325e-03 -2.581531e-02 2.810643e-03 2.429498e-02
2406.500000 7.606449e-03 4.662774e-03 -2.575670e-02 2.740054e-03 2.426106e-02
2407.500000 7.588433e-03 4.672013e-03 -2.569798e-02 2.670159e-03 2.422642e-02
2408.500000 7.570510e-03 4.681279e-03 -2.563957e-02 2.600403e-03 2.419207e-02
2409.500000 7.552659e-03 4.690421e-03 -2.558127e-02 2.531128e-03 2.415740e-02
2410.500000 7.534734e-03 4.699553e-03 -2.552265e-02 2.461695e-03 2.412230e-02
2411.500000 7.516867e-03 4.708411e-03 -2.546408e-02 2.393190e-03 2.408665e-02
2412.500000 7.498844e-03 4.717381e-03 -2.540503e-02 2.323978e-03 2.405091e-02
2413.500000 7.481279e-03 4.726299e-03 -2.534730e-02 2.255923e-03 2.401554e-02
2414.500000 7.463212e-03 4.734949e-03 -2.528794e-02 2.187627e-03 2.397887e-02
2415.500000 7.445528e-03 4.743732e-03 -2.522966e-02 2.119558e-03 2.394273e-02
2416.500000 7.427763e-03 4.752217e-03 -2.517115e-02 2.052426e-03 2.390622e-02
2417.500000 7.410149e-03 4.760832e-03 -2.511292e-02 1.985041e-03 2.386944e-02
2418.500000 7.392364e-03 4.769205e-03 -2.505412e-02 1.918070e-03 2.383207e-02
2419.500000 7.374705e-03 4.777607e-03 -2.499566e-02 1.851244e-03 2.379485e-02
2420.500000 7.357074e-03 4.785897e-03 -2.493719e-02 1.784829e-03 2.375722e-02
2421.500000 7.339487e-03 4.794133e-03 -2.487884e-02 1.718651e-03 2.371961e-02
2422.500000 7.321840e-03 4.802358e-03 -2.482019e-02 1.652315e-03 2.368148e-02
2423.500000 7.304302e-03 4.810365e-03 -2.476179e-02 1.586929e-03 2.364317e-02
2424.500000 7.286698e-03 4.818213e-03 -2.470311e-02 1.521870e-03 2.360425e-02
2425.500000 7.269066e-03 4.826212e-03 -2.464426e-02 1.456199e-03 2.356524e-02
2426.500000 7.251642e-03 4.833995e-03 -2.458609e-02 1.391775e-03 2.352652e-02
2427.500000 7.234093e-03 4.841674e-03 -2.452726e-02 1.327180e-03 2.348661e-02
2428.500000 7.216697e-03 4.849412e-03 -2.446907e-02 1.262902e-03 2.344762e-02
2429.500000 7.199257e-03 4.857006e-03 -2.441061e-02 1.198884e-03 2.340796e-02
2430.500000 7.181964e-03 4.864594e-03 -2.435244e-02 1.135129e-03 2.336799e-02
2431.500000 7.164508e-03 4.872001e-03 -2.429379e-02 1.071663e-03 2.332779e-02
2432.500000 7.147078e-03 4.879406e-03 -2.423511e-02 1.008148e-03 2.328721e-02
2433.500000 7.129834e-03 4.886662e-03 -2.417696e-02 9.455895e-04 2.324666e-02
2434.500000 7.112535e-03 4.893859e-03 -2.411852e-02 8.830078e-04 2.320558e-02
2435.500000 7.095196e-03 4.901012e-03 -2.406001e-02 8.205399e-04 2.316467e-02
2436.500000 7.077940e-03 4.908083e-03 -2.400158e-02 7.584078e-04 2.312320e-02
2437.500000 7.060723e-03 4.915075e-03 -2.394330e-02 6.966365e-04 2.308189e-02
2438.500000 7.043558e-03 4.921999e-03 -2.388501e-02 6.351562e-04 2.303999e-02
2439.500000 7.026266e-03 4.928753e-03 -2.382627e-02 5.738901e-04 2.299757e-02
2440.500000 7.009244e-03 4.935566e-03 -2.376850e-02 5.131980e-04 2.295613e-02
2441.500000 6.992029e-03 4.942215e-03 -2.370981e-02 4.523223e-04 2.291317e-02
2442.500000 6.974930e-03 4.948777e-03 -2.365153e-02 3.921158e-04 2.287049e-02
2443.500000 6.957893e-03 4.955296e-03 -2.359341e-02 3.321320e-04 2.282785e-02
2444.500000 6.940647e-03 4.961722e-03 -2.353454e-02 2.719591e-04 2.278445e-02
2445.500000 6.923791e-03 4.968242e-03 -2.347689e-02 2.123202e-04 2.274180e-02
2446.500000 6.906744e-03 4.974569e-03 -2.341846e-02 1.528292e-04 2.269807e-02
2447.500000 6.889803e-03 4.980763e-03 -2.336043e-02 9.412805e-05 2.265458e-02
2448.500000 6.872862e-03 4.986922e-03 -2.330230e-02 3.544116e-05 2.261084e-02
2449.500000 6.855833e-03 4.992937e-03 -2.324378e-02 -2.303710e-05 2.256643e-02
2450.500000 6.838841e-03 4.998895e-03 -2.318535e-02 -8.121351e-05 2.252192e-02
2451.500000 6.821909e-03 5.004878e-03 -2.312710e-02 -1.394017e-04 2.247768e-02
2452.500000 6.805148e-03 5.010781e-03 -2.306932e-02 -1.969173e-04 2.243334e-02
2453.500000 6.788239e-03 5.016504e-03 -2.301098e-02 -2.542013e-04 2.238830e-02
2454.500000 6.771448e-03 5.022241e-03 -2.295293e-02 -3.113179e-04 2.234318e-02
2455.500000 6.754545e-03 5.027844e-03 -2.289454e-02 -3.682464e-04 2.229791e-02
2456.500000 6.737980e-03 5.033544e-03 -2.283714e-02 -4.246998e-04 2.225299e-02
2457.500000 6.721057e-03 5.039026e-03 -2.277847e-02 -4.814471e-04 2.220688e-02
2458.500000 6.704295e-03 5.044224e-03 -2.272029e-02 -5.367716e-04 2.216067e-02
2459.500000 6.687661e-03 5.049697e-03 -2.266255e-02 -5.926859e-04 2.211512e-02
2460.500000 6.671018e-03 5.054994e-03 -2.260469e-02 -6.481164e-04 2.206913e-02
2461.500000 6.654352e-03 5.060101e-03 -2.254665e-02 -7.030154e-04 2.202253e-02
2462.500000 6.637718e-03 5.065330e-03 -2.248878e-02 -7.582031e-04 2.197646e-02
2463.500000 6.621016e-03 5.070247e-03 -2.243051e-02 -8.125678e-04 2.192925e-02
2464.500000 6.604398e-03 5.075340e-03 -2.237254e-02 -8.673471e-04 2.188259e-02
2465.500000 6.587981e-03 5.080299e-03 -2.231516e-02 -9.211815e-04 2.183596e-02
2466.500000 6.571333e-03 5.085087e-03 -2.225693e-02 -9.750845e-04 2.178845e-02
2467.500000 6.554938e-03 5.089853e-03 -2.219948e-02 -1.028291e-03 2.174125e-02
2468.500000 6.538465e-03 5.094582e-03 -2.214174e-02 -1.081573e-03 2.169377e-02
2469.500000 6.521943e-03 5.099098e-03 -2.208381e-02 -1.134320e-03 2.164594e-02
2470.500000 6.505439e-03 5.103683e-03 -2.202583e-02 -1.187269e-03 2.159788e-02
2471.500000 6.488942e-03 5.108015e-03 -2.196785e-02 -1.239316e-03 2.154945e-02
2472.500000 6.472450e-03 5.112417e-03 -2.190982e-02 -1.291697e-03 2.150101e-02
2473.500000 6.456100e-03 5.116858e-03 -2.185225e-02 -1.343831e-03 2.145291e-02
2474.500000 6.439797e-03 5.121090e-03 -2.179472e-02 -1.395183e-03 2.140427e-02
2475.500000 6.423358e-03 5.125262e-03 -2.173674e-02 -1.446707e-03 2.135535e-02
2476.500000 6.407179e-03 5.129487e-03 -2.167961e-02 -1.497730e-03 2.130709e-02
2477.500000 6.390827e-03 5.133487e-03 -2.162177e-02 -1.548494e-03 2.125772e-02
2478.500000 6.374550e-03 5.137423e-03 -2.156422e-02 -1.598850e-03 2.120866e-02
2479.500000 6.358340e-03 5.141423e-03 -2.150681e-02 -1.649279e-03 2.115948e-02
2480.500000 6.342047e-03 5.145176e-03 -2.144906e-02 -1.699131e-03 2.110978e-02
2481.500000 6.325808e-03 5.148946e-03 -2.139144e-02 -1.748911e-03 2.106001e-02
2482.500000 6.309781e-03 5.152711e-03 -2.133450e-02 -1.798178e-03 2.101076e-02
2483.500000 6.293596e-03 5.156328e-03 -2.127700e-02 -1.847333e-03 2.096085e-02
2484.500000 6.277282e-03 5.159750e-03 -2.121890e-02 -1.896197e-03 2.090982e-02
2485.500000 6.261261e-03 5.163310e-03 -2.116191e-02 -1.944764e-03 2.086017e-02
2486.500000 6.245243e-03 5.166718e-03 -2.110480e-02 -1.992880e-03 2.080995e-02
2487.500000 6.229142e-03 5.170170e-03 -2.104741e-02 -2.041330e-03 2.075960e-02
2488.500000 6.213113e-03 5.173290e-03 -2.099016e-02 -2.088568e-03 2.070878e-02
2489.500000 6.197080e-03 5.176551e-03 -2.093293e-02 -2.136223e-03 2.065824e-02
2490.500000 6.181114e-03 5.179621e-03 -2.087582e-02 -2.183134e-03 2.060730e-02
2491.500000 6.165068e-03 5.182732e-03 -2.081831e-02 -2.230408e-03 2.055578e-02
2492.500000 6.149132e-03 5.185729e-03 -2.076128e-02 -2.277020e-03 2.050488e-02
2493.500000 6.133138e-03 5.188535e-03 -2.070398e-02 -2.323147e-03 2.045337e-02
2494.500000 6.117327e-03 5.191505e-03 -2.064720e-02 -2.369384e-03 2.040213e-02
2495.500000 6.101296e-03 5.194128e-03 -2.058967e-02 -2.415024e-03 2.035008e-02
2496.500000 6.085466e-03 5.196886e-03 -2.053279e-02 -2.460667e-03 2.029859e-02
2497.500000 6.069610e-03 5.199646e-03 -2.047577e-02 -2.506368e-03 2.024688e-02
2498.500000 6.053698e-03 5.202160e-03 -2.041853e-02 -2.551364e-03 2.019466e-02
2499.500000 6.037926e-03 5.204722e-03 -2.036175e-02 -2.596191e-03 2.014283e-02
2500.500000 6.022281e-03 5.207090e-03 -2.030535e-02 -2.640064e-03 2.009102e-02
2501.500000 6.006502e-03 5.209579e-03 -2.024839e-02 -2.684759e-03 2.003864e-02
2502.500000 5.990647e-03 5.211833e-03 -2.019121e-02 -2.728805e-03 1.998603e-02
2503.500000 5.974949e-03 5.214030e-03 -2.013443e-02 -2.772286e-03 1.993318e-02
2504.500000 5.959234e-03 5.216186e-03 -2.007765e-02 -2.815667e-03 1.988061e-02
2505.500000 5.943659e-03 5.218330e-03 -2.002131e-02 -2.858703e-03 1.982829e-02
2506.500000 5.927838e-03 5.220228e-03 -1.996403e-02 -2.901539e-03 1.977473e-02
2507.500000 5.912308e-03 5.222241e-03 -1.990775e-02 -2.944024e-03 1.972202e-02
2508.500000 5.896621e-03 5.224127e-03 -1.985092e-02 -2.986496e-03 1.966893e-02
2509.500000 5.881076e-03 5.225943e-03 -1.979455e-02 -3.028384e-03 1.961601e-02
2510.500000 5.865505e-03 5.227681e-03 -1.973795e-02 -3.070112e-03 1.956241e-02
2511.500000 5.850020e-03 5.229442e-03 -1.968168e-02 -3.111665e-03 1.950926e-02
2512.500000 5.834455e-03 5.231150e-03 -1.962513e-02 -3.153318e-03 1.945584e-02
2513.500000 5.818939e-03 5.232561e-03 -1.956864e-02 -3.193783e-03 1.940187e-02
2514.500000 5.803473e-03 5.234053e-03 -1.951236e-02 -3.234449e-03 1.934831e-02
2515.500000 5.788020e-03 5.235603e-03 -1.945606e-02 -3.275297e-03 1.929471e-02
2516.500000 5.772503e-03 5.236861e-03 -1.939950e-02 -3.315306e-03 1.924045e-02
2517.500000 5.757118e-03 5.238129e-03 -1.934340e-02 -3.355048e-03 1.918664e-02
2518.500000 5.741791e-03 5.239479e-03 -1.928742e-02 -3.394928e-03 1.913282e-02
2519.500000 5.726344e-03 5.240551e-03 -1.923099e-02 -3.434149e-03 1.907827e-02
2520.500000 5.710914e-03 5.241526e-03 -1.917471e-02 -3.472989e-03 1.902408e-02
2521.500000 5.695750e-03 5.242718e-03 -1.911915e-02 -3.511979e-03 1.897006e-02
2522.500000 5.680419e-03 5.243603e-03 -1.906310e-02 -3.550291e-03 1.891565e-02
2523.500000 5.665093e-03 5.244487e-03 -1.900700e-02 -3.588664e-03 1.886111e-02
2524.500000 5.649679e-03 5.245288e-03 -1.895051e-02 -3.626977e-03 1.880587e-02
2525.500000 5.634595e-03 5.246168e-03 -1.889526e-02 -3.664703e-03 1.875209e-02
2526.500000 5.619266e-03 5.246792e-03 -1.883905e-02 -3.702186e-03 1.869698e-02
2527.500000 5.604006e-03 5.247326e-03 -1.878303e-02 -3.739205e-03 1.864180e-02
2528.500000 5.588977e-03 5.248032e-03 -1.872783e-02 -3.776244e-03 1.858759e-02
2529.500000 5.573743e-03 5.248510e-03 -1.867187e-02 -3.813046e-03 1.853238e-02
2530.500000 5.558536e-03 5.248869e-03 -1.861603e-02 -3.849346e-03 1.847727e-02
2531.500000 5.543436e-03 5.249258e-03 -1.856052e-02 -3.885516e-03 1.842236e-02
2532.500000 5.528258e-03 5.249460e-03 -1.850468e-02 -3.921252e-03 1.836688e-02
2533.500000 5.513129e-03 5.249677e-03 -1.844893e-02 -3.956943e-03 1.831126e-02
2534.500000 5.498137e-03 5.249926e-03 -1.839368e-02 -3.992345e-03 1.825616e-02
2535.500000 5.483102e-03 5.250079e-03 -1.833831e-02 -4.027598e-03 1.820105e-02
2536.500000 5.468136e-03 5.250153e-03 -1.828306e-02 -4.062424e-03 1.814559e-02
2537.500000 5.453097e-03 5.250000e-03 -1.822760e-02 -4.096613e-03 1.808987e-02
2538.500000 5.438012e-03 5.249867e-03 -1.817197e-02 -4.131038e-03 1.803406e-02
2539.500000 5.423054e-03 5.249723e-03 -1.811672e-02 -4.165088e-03 1.797842e-02
2540.500000 5.408177e-03 5.249667e-03 -1.806170e-02 -4.199268e-03 1.792292e-02
2541.500000 5.393221e-03 5.249256e-03 -1.800651e-02 -4.232419e-03 1.786732e-02
2542.500000 5.378393e-03 5.249018e-03 -1.795162e-02 -4.265870e-03 1.781168e-02
2543.500000 5.363519e-03 5.248546e-03 -1.789663e-02 -4.298604e-03 1.775594e-02
2544.500000 5.348575e-03 5.248094e-03 -1.784134e-02 -4.331619e-03 1.769985e-02
2545.500000 5.333756e-03 5.247634e-03 -1.778643e-02 -4.364317e-03 1.764396e-02
2546.500000 5.318961e-03 5.246965e-03 -1.773159e-02 -4.396223e-03 1.758784e-02
2547.500000 5.304200e-03 5.246296e-03 -1.767692e-02 -4.428032e-03 1.753210e-02
2548.500000 5.289361e-03 5.245522e-03 -1.762187e-02 -4.459721e-03 1.747561e-02
2549.500000 5.274601e-03 5.244796e-03 -1.756715e-02 -4.491401e-03 1.741967e-02
2550.500000 5.259900e-03 5.244037e-03 -1.751259e-02 -4.522770e-03 1.736371e-02
2551.500000 5.245175e-03 5.243060e-03 -1.745796e-02 -4.553506e-03 1.730756e-02
2552.500000 5.230519e-03 5.242109e-03 -1.740348e-02 -4.584129e-03 1.725129e-02
2553.500000 5.215812e-03 5.241103e-03 -1.734883e-02 -4.614692e-03 1.719484e-02
2554.500000 5.201152e-03 5.239991e-03 -1.729437e-02 -4.644825e-03 1.713863e-02
2555.500000 5.186629e-03 5.238930e-03 -1.724037e-02 -4.674777e-03 1.708287e-02
2556.500000 5.171856e-03 5.237551e-03 -1.718545e-02 -4.704293e-03 1.702578e-02
2557.500000 5.157315e-03 5.236275e-03 -1.713137e-02 -4.733544e-03 1.696966e-02
2558.500000 5.142790e-03 5.235062e-03 -1.707723e-02 -4.762994e-03 1.691326e-02
2559.500000 5.128154e-03 5.233599e-03 -1.702276e-02 -4.791925e-03 1.685657e-02
2560.500000 5.113657e-03 5.232112e-03 -1.696878e-02 -4.820350e-03 1.680022e-02
2561.500000 5.099202e-03 5.230711e-03 -1.691490e-02 -4.849022e-03 1.674402e-02
2562.500000 5.084566e-03 5.228927e-03 -1.686042e-02 -4.876786e-03 1.668696e-02
2563.500000 5.070192e-03 5.227428e-03 -1.680676e-02 -4.904948e-03 1.663068e-02
2564.500000 5.055640e-03 5.225560e-03 -1.675256e-02 -4.932246e-03 1.657384e-02
2565.500000 5.041234e-03 5.223821e-03 -1.669875e-02 -4.959682e-03 1.651712e-02
2566.500000 5.026905e-03 5.222059e-03 -1.664526e-02 -4.986790e-03 1.646082e-02
2567.500000 5.012498e-03 5.220229e-03 -1.659153e-02 -5.013881e-03 1.640440e-02
2568.500000 4.998069e-03 5.218170e-03 -1.653763e-02 -5.040265e-03 1.634734e-02
2569.500000 4.983753e-03 5.216229e-03 -1.648417e-02 -5.066756e-03 1.629095e-02
2570.500000 4.969377e-03 5.214065e-03 -1.643044e-02 -5.092663e-03 1.623388e-02
2571.500000 4.955234e-03 5.212042e-03 -1.637756e-02 -5.118437e-03 1.617789e-02
2572.500000 4.940897e-03 5.209901e-03 -1.632399e-02 -5.144355e-03 1.612115e-02
2573.500000 4.926482e-03 5.207522e-03 -1.627011e-02 -5.169619e-03 1.606385e-02
2574.500000 4.912162e-03 5.205091e-03 -1.621664e-02 -5.194470e-03 1.600709e-02
2575.500000 4.898119e-03 5.202932e-03 -1.616402e-02 -5.219544e-03 1.595096e-02
2576.500000 4.883784e-03 5.200328e-03 -1.611046e-02 -5.243872e-03 1.589387e-02
2577.500000 4.869545e-03 5.197835e-03 -1.605721e-02 -5.268331e-03 1.583714e-02
2578.500000 4.855465e-03 5.195423e-03 -1.600445e-02 -5.292663e-03 1.578071e-02
2579.500000 4.841292e-03 5.192833e-03 -1.595138e-02 -5.316655e-03 1.572389e-02
2580.500000 4.827102e-03 5.190095e-03 -1.589824e-02 -5.340166e-03 1.566683e-02
2581.500000 4.813064e-03 5.187474e-03 -1.584565e-02 -5.363710e-03 1.561050e-02
2582.500000 4.798866e-03 5.184584e-03 -1.579250e-02 -5.386745e-03 1.555345e-02
2583.500000 4.784831e-03 5.181737e-03 -1.573993e-02 -5.409473e-03 1.549693e-02
2584.500000 4.770808e-03 5.178844e-03 -1.568739e-02 -5.432060e-03 1.544041e-02
2585.500000 4.756765e-03 5.175916e-03 -1.563475e-02 -5.454564e-03 1.538369e-02
2586.500000 4.742758e-03 5.172837e-03 -1.558225e-02 -5.476472e-03 1.532701e-02
2587.500000 4.728682e-03 5.169797e-03 -1.552950e-02 -5.498727e-03 1.527015e-02
2588.500000 4.714740e-03 5.166694e-03 -1.547718e-02 -5.520382e-03 1.521349e-02
2589.500000 4.700814e-03 5.163481e-03 -1.542501e-02 -5.541684e-03 1.515722e-02
2590.500000 4.686843e-03 5.160238e-03 -1.537264e-02 -5.562936e-03 1.510057e-02
2591.500000 4.673077e-03 5.157056e-03 -1.532089e-02 -5.583908e-03 1.504426e-02
2592.500000 4.659026e-03 5.153603e-03 -1.526826e-02 -5.604705e-03 1.498734e-02
2593.500000 4.645119e-03 5.150150e-03 -1.521609e-02 -5.625100e-03 1.493064e-02
2594.500000 4.631336e-03 5.146712e-03 -1.516435e-02 -5.645273e-03 1.487438e-02
2595.500000 4.617390e-03 5.143094e-03 -1.511206e-02 -5.665241e-03 1.481748e-02
2596.500000 4.603604e-03 5.139517e-03 -1.506035e-02 -5.684907e-03 1.476128e-02
2597.500000 4.589833e-03 5.135937e-03 -1.500864e-02 -5.704564e-03 1.470490e-02
2598.500000 4.576143e-03 5.132320e-03 -1.495720e-02 -5.723888e-03 1.464868e-02
2599.500000 4.562311e-03 5.128575e-03 -1.490527e-02 -5.743162e-03 1.459198e-02
2600.500000 4.548480e-03 5.124620e-03 -1.485340e-02 -5.761693e-03 1.453531e-02
2601.500000 4.534902e-03 5.120948e-03 -1.480235e-02 -5.780566e-03 1.447941e-02
2602.500000 4.521197e-03 5.117012e-03 -1.475092e-02 -5.798865e-03 1.442321e-02
2603.500000 4.507479e-03 5.113065e-03 -1.469941e-02 -5.817178e-03 1.436679e-02
2604.500000 4.493784e-03 5.108886e-03 -1.464805e-02 -5.834598e-03 1.431047e-02
2605.500000 4.480157e-03 5.104913e-03 -1.459685e-02 -5.852596e-03 1.425435e-02
2606.500000 4.466520e-03 5.100738e-03 -1.454570e-02 -5.869918e-03 1.419829e-02
2607.500000 4.452955e-03 5.096585e-03 -1.449472e-02 -5.887132e-03 1.414219e-02
2608.500000 4.439286e-03 5.092281e-03 -1.444343e-02 -5.904122e-03 1.408587e-02
2609.500000 4.425857e-03 5.088073e-03 -1.439293e-02 -5.920803e-03 1.403014e-02
2610.500000 4.412259e-03 5.083735e-03 -1.434188e-02 -5.937519e-03 1.397400e-02
2611.500000 4.398749e-03 5.079231e-03 -1.429123e-02 -5.953391e-03 1.391834e-02
2612.500000 4.385149e-03 5.074638e-03 -1.424024e-02 -5.969224e-03 1.386217e-02
2613.500000 4.371774e-03 5.070246e-03 -1.418998e-02 -5.985164e-03 1.380670e-02
2614.500000 4.358291e-03 5.065710e-03 -1.413933e-02 -6.000960e-03 1.375077e-02
2615.500000 4.344712e-03 5.061000e-03 -1.408841e-02 -6.016322e-03 1.369462e-02
2616.500000 4.331364e-03 5.056458e-03 -1.403825e-02 -6.031737e-03 1.363917e-02
2617.500000 4.317994e-03 5.051685e-03 -1.398806e-02 -6.046386e-03 1.358361e-02
2618.500000 4.304710e-03 5.047017e-03 -1.393821e-02 -6.061196e-03 1.352860e-02
2619.500000 4.291194e-03 5.042060e-03 -1.388753e-02 -6.075608e-03 1.347258e-02
2620.500000 4.277902e-03 5.037140e-03 -1.383763e-02 -6.089574e-03 1.341719e-02
2621.500000 4.264529e-03 5.032244e-03 -1.378743e-02 -6.103867e-03 1.336156e-02
2622.500000 4.251275e-03 5.027299e-03 -1.373768e-02 -6.117662e-03 1.330638e-02
2623.500000 4.238037e-03 5.022384e-03 -1.368793e-02 -6.131517e-03 1.325109e-02
2624.500000 4.224715e-03 5.017119e-03 -1.363807e-02 -6.144438e-03 1.319588e-02
2625.500000 4.211499e-03 5.012094e-03 -1.358843e-02 -6.157899e-03 1.314072e-02
2626.500000 4.198125e-03 5.006713e-03 -1.353841e-02 -6.170570e-03 1.308540e-02
2627.500000 4.184932e-03 5.001512e-03 -1.348885e-02 -6.183333e-03 1.303011e-02
2628.500000 4.171782e-03 4.996278e-03 -1.343955e-02 -6.195947e-03 1.297540e-02
2629.500000 4.158574e-03 4.990836e-03 -1.339004e-02 -6.207984e-03 1.292026e-02
2630.500000 4.145546e-03 4.985559e-03 -1.334119e-02 -6.220139e-03 1.286598e-02
2631.500000 4.132341e-03 4.980030e-03 -1.329171e-02 -6.231879e-03 1.281088e-02
2632.500000 4.119341e-03 4.974631e-03 -1.324302e-02 -6.243541e-03 1.275683e-02
2633.500000 4.106154e-03 4.968934e-03 -1.319363e-02 -6.254697e-03 1.270174e-02
2634.500000 4.093094e-03 4.963417e-03 -1.314468e-02 -6.266135e-03 1.264717e-02
2635.500000 4.080094e-03 4.957784e-03 -1.309597e-02 -6.277010e-03 1.259281e-02
2636.500000 4.067039e-03 4.952105e-03 -1.304711e-02 -6.287923e-03 1.253850e-02
2637.500000 4.054046e-03 4.946370e-03 -1.299849e-02 -6.298457e-03 1.248433e-02
2638.500000 4.041013e-03 4.940638e-03 -1.294962e-02 -6.309103e-03 1.242965e-02
2639.500000 4.028082e-03 4.934717e-03 -1.290131e-02 -6.318887e-03 1.237586e-02
2640.500000 4.015082e-03 4.928768e-03 -1.285268e-02 -6.328719e-03 1.232156e-02
2641.500000 4.002010e-03 4.922750e-03 -1.280384e-02 -6.338585e-03 1.226721e-02
2642.500000 3.989154e-03 4.916694e-03 -1.275574e-02 -6.347648e-03 1.221334e-02
2643.500000 3.976293e-03 4.910766e-03 -1.270762e-02 -6.357277e-03 1.215963e-02
2644.500000 3.963497e-03 4.904780e-03 -1.265976e-02 -6.366547e-03 1.210612e-02
2645.500000 3.950561e-03 4.898464e-03 -1.261152e-02 -6.375013e-03 1.205235e-02
